"id","season","country","comp_level","lg_finish","squad","age","games_gk","games_starts_gk","minutes_gk","minutes_90s","goals_against_gk","goals_against_per90_gk","shots_on_target_against","saves","save_pct","wins_gk","draws_gk","losses_gk","clean_sheets","clean_sheets_pct","pens_att_gk","pens_allowed","pens_saved","pens_missed_gk","pens_save_pct"
"8a2248b4","2017-2018","FRA","1. Ligue 1","8th","Nice",24,28,28,2520,28,36,1.29,114,83,71.1,12,8,8,7,25,5,3,2,0,40
"8a2248b4","2018-2019","FRA","1. Ligue 1","7th","Nice",25,35,35,3150,35,29,0.83,141,115,80.9,15,10,10,16,45.7,5,2,3,0,60
"8a2248b4","2019-2020","FRA","1. Ligue 1","5th","Nice",26,26,26,2340,26,36,1.38,129,99,75.2,9,8,9,4,15.4,6,4,1,1,20
"8a2248b4","2020-2021","FRA","1. Ligue 1","9th","Nice",27,38,38,3420,38,53,1.39,167,119,72.5,15,7,16,9,23.7,7,7,0,0,0
"8a2248b4","2021-2022","FRA","1. Ligue 1","2nd","Nice",28,19,19,1710,19,17,0.89,67,52,77.6,10,4,5,6,31.6,2,2,0,0,0
"8a6ab963","2016-2017","RUS","1. Premier League","7th","Ufa",24,10,9,892,9.9,7,0.71,37,30,83.8,5,2,3,6,66.7,2,1,1,0,50
"8a6ab963","2016-2017","RUS","1. Premier League","3rd","Zenit",24,10,10,854,9.5,5,0.53,28,23,82.1,6,1,2,5,50,0,0,0,0,NULL
"8a6ab963","2017-2018","RUS","1. Premier League","5th","Zenit",25,20,20,1741,19.3,12,0.62,57,45,80.7,10,6,3,8,40,1,1,0,0,0
"8a6ab963","2018-2019","RUS","1. Premier League","1st","Zenit",26,29,29,2610,29,28,0.97,NULL,NULL,NULL,20,4,5,11,37.9,2,2,0,0,0
"8a6ab963","2019-2020","RUS","1. Premier League","1st","Zenit",27,19,19,1705,18.9,10,0.53,56,48,85.7,12,5,2,9,47.4,3,2,1,0,33.3
"8a6ab963","2020-2021","RUS","1. Premier League","1st","Zenit",28,12,11,1029,11.4,12,1.05,43,34,79.1,9,1,1,3,27.3,3,3,0,0,0
"8cabdc1e","2007-2008","ITA","2. Serie B","7th","Rimini",20,35,35,3150,35,34,0.97,128,94,73.4,18,6,11,14,40,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2008-2009","ITA","1. Serie A","11th","Atalanta",21,17,17,1485,16.5,21,1.27,66,45,68.2,5,5,6,6,35.3,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2009-2010","ITA","1. Serie A","18th","Atalanta",22,31,31,2746,30.5,41,1.34,125,84,67.2,7,6,17,7,22.6,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2010-2011","ITA","2. Serie B","1st","Atalanta",23,40,40,3600,40,32,0.8,136,104,76.5,22,11,7,18,45,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2011-2012","ITA","1. Serie A","12th","Atalanta",24,35,35,3030,33.7,36,1.07,142,106,74.6,12,12,9,12,34.3,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2012-2013","ITA","1. Serie A","15th","Atalanta",25,35,35,3130,34.8,49,1.41,166,117,70.5,9,8,18,7,20,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2013-2014","ITA","1. Serie A","11th","Atalanta",26,35,35,3150,35,48,1.37,182,134,73.6,13,5,17,8,22.9,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2014-2015","ITA","1. Serie A","12th","Sassuolo",27,35,35,3126,34.7,53,1.53,172,119,69.2,11,11,12,8,22.9,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2015-2016","ITA","1. Serie A","6th","Sassuolo",28,37,37,3270,36.3,38,1.05,134,96,71.6,15,13,8,10,27,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2016-2017","ITA","1. Serie A","12th","Sassuolo",29,37,37,3330,37,56,1.51,191,135,73.3,14,7,16,7,18.9,8,5,2,1,28.6
"8cabdc1e","2017-2018","ITA","1. Serie A","11th","Sassuolo",30,37,37,3316,36.8,58,1.57,172,117,67.4,11,10,16,10,27,3,2,1,0,33.3
"8cabdc1e","2018-2019","ITA","1. Serie A","11th","Sassuolo",31,36,36,3213,35.7,56,1.57,144,94,63.9,9,15,12,12,33.3,8,4,3,1,42.9
"8cabdc1e","2019-2020","ITA","1. Serie A","8th","Sassuolo",32,31,31,2790,31,55,1.77,140,93,65.7,12,5,14,5,16.1,8,7,1,0,12.5
"8cabdc1e","2020-2021","ITA","1. Serie A","8th","Sassuolo",33,37,37,3330,37,56,1.51,180,127,71.1,17,10,10,7,18.9,5,4,1,0,20
"8cabdc1e","2021-2022","ITA","1. Serie A","12th","Sassuolo",34,18,18,1620,18,28,1.56,61,38,60.7,6,6,6,2,11.1,4,4,0,0,0
"8f29e08b","2018-2019","ESP","2. Segunda División","1st","Osasuna",22,2,2,180,2,2,1,NULL,NULL,NULL,0,1,1,0,0,1,1,0,0,0
"8f29e08b","2019-2020","ESP","1. La Liga","10th","Osasuna",23,2,2,180,2,3,1.5,8,6,75,1,1,0,0,0,1,1,0,0,0
"8f29e08b","2020-2021","ESP","1. La Liga","11th","Osasuna",24,3,3,270,3,3,1,7,4,71.4,1,1,1,1,33.3,1,1,0,0,0
"8f29e08b","2021-2022","ESP","1. La Liga","13th","Osasuna",25,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,NULL
"8f62b6ee","2005-2006","FRA","1. Ligue 1","8th","Nice",18,5,5,450,5,5,1,22,17,77.3,3,0,2,1,20,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2006-2007","FRA","1. Ligue 1","16th","Nice",19,37,37,3330,37,37,1,176,139,79,9,15,13,13,35.1,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2007-2008","FRA","1. Ligue 1","8th","Nice",20,30,30,2637,29.3,24,0.82,116,92,79.3,9,13,8,13,43.3,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2008-2009","FRA","1. Ligue 1","3rd","Lyon",21,35,35,3150,35,27,0.77,112,85,75.9,19,10,6,16,45.7,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2009-2010","FRA","1. Ligue 1","2nd","Lyon",22,36,36,3240,36,33,0.92,151,118,78.1,19,12,5,16,44.4,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2010-2011","FRA","1. Ligue 1","3rd","Lyon",23,37,37,3330,37,40,1.08,138,98,71,16,13,8,12,32.4,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2011-2012","FRA","1. Ligue 1","4th","Lyon",24,36,36,3194,35.5,48,1.35,159,111,69.8,17,7,11,5,13.9,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2012-2013","FRA","1. Ligue 1","3rd","Lyon",25,2,2,180,2,2,1,5,3,60,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2012-2013","ENG","1. Premier League","5th","Tottenham",25,27,27,2430,27,29,1.07,82,53,64.6,16,7,4,9,33.3,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2013-2014","ENG","1. Premier League","6th","Tottenham",26,37,37,3330,37,50,1.35,148,98,66.2,21,6,10,14,37.8,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2014-2015","ENG","1. Premier League","5th","Tottenham",27,35,35,3063,34,48,1.41,153,105,68.6,17,6,11,8,22.9,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2015-2016","ENG","1. Premier League","3rd","Tottenham",28,37,37,3330,37,34,0.92,119,85,71.4,19,13,5,13,35.1,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2016-2017","ENG","1. Premier League","2nd","Tottenham",29,34,34,3004,33.4,24,0.72,101,77,77.2,24,5,4,15,44.1,1,1,0,0,0
"8f62b6ee","2017-2018","ENG","1. Premier League","3rd","Tottenham",30,36,36,3240,36,35,0.97,116,82,71.6,22,7,7,15,41.7,3,2,1,0,33.3
"8f62b6ee","2018-2019","ENG","1. Premier League","4th","Tottenham",31,33,33,2970,33,33,1,121,92,75.2,21,2,10,12,36.4,5,3,2,0,40
"8f62b6ee","2019-2020","ENG","1. Premier League","6th","Tottenham",32,21,21,1807,20.1,21,1.05,93,74,79.6,11,6,4,6,28.6,3,2,1,0,33.3
"8f62b6ee","2020-2021","ENG","1. Premier League","7th","Tottenham",33,38,38,3420,38,45,1.18,144,111,75.7,18,8,12,12,31.6,10,10,0,0,0
"8f62b6ee","2021-2022","ENG","1. Premier League","6th","Tottenham",34,17,17,1530,17,20,1.18,62,44,69.4,9,3,5,7,41.2,1,1,0,0,0
"8f8c6934","2016-2017","ESP","1. La Liga","4th","Sevilla",23,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,NULL
"8f8c6934","2017-2018","ESP","1. La Liga","7th","Sevilla",24,15,15,1265,14.1,19,1.35,57,41,70.2,7,4,4,5,33.3,3,2,0,1,0
"8f8c6934","2018-2019","ESP","1. La Liga","5th","Getafe",25,37,37,3330,37,34,0.92,127,100,76.4,14,14,9,13,35.1,7,4,2,1,33.3
"8f8c6934","2019-2020","ESP","1. La Liga","8th","Getafe",26,38,38,3420,38,37,0.97,102,70,68.6,14,12,12,15,39.5,6,5,1,0,16.7
"8f8c6934","2020-2021","ESP","1. La Liga","15th","Getafe",27,28,28,2520,28,31,1.11,75,52,66.7,6,8,14,10,35.7,7,6,1,0,14.3
"8f8c6934","2021-2022","ESP","1. La Liga","16th","Getafe",28,18,18,1620,18,20,1.11,60,40,70,3,6,9,5,27.8,3,2,0,1,0
"902ba217","2020-2021","ITA","2. Serie B","1st","Empoli",27,5,5,450,5,4,0.8,16,12,75,3,2,0,2,40,0,0,0,0,NULL
"903b6e8b","2013-2014","POR","1. Primeira Liga","6th","Marítimo",20,8,8,720,8,15,1.87,41,26,63.4,2,2,4,0,0,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2014-2015","POR","1. Primeira Liga","9th","Marítimo",21,3,3,270,3,4,1.33,12,8,66.7,1,1,1,1,33.3,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2016-2017","POR","1. Primeira Liga","2nd","Porto",23,1,1,90,1,4,4,7,3,42.9,0,0,1,0,0,0,0,0,0,NULL
"903b6e8b","2017-2018","POR","1. Primeira Liga","1st","Porto",24,14,14,1215,13.5,8,0.59,36,28,77.8,10,3,0,7,50,0,0,0,0,NULL
"903b6e8b","2018-2019","GRE","1. Super League","2nd","Olympiacos",25,21,21,1890,21,0,0,NULL,NULL,NULL,18,2,1,11,52.4,1,0,0,1,NULL
"903b6e8b","2019-2020","GRE","1. Super League","1st","Olympiacos",26,33,33,2970,33,NULL,NULL,NULL,NULL,NULL,25,7,1,22,66.7,3,2,1,0,33.3
"903b6e8b","2020-2021","GRE","1. Super League","1st","Olympiacos",27,29,29,2610,29,NULL,NULL,NULL,NULL,NULL,24,3,2,15,51.7,5,3,1,1,25
"903b6e8b","2021-2022","ENG","1. Premier League","8th","Wolves",28,18,18,1620,18,14,0.78,67,57,85.1,7,4,7,7,38.9,4,4,0,0,0
"925bbcdc","2018-2019","GER","Jr. U17 Bundesliga","6th","Köln U17",14,1,1,90,1,NULL,NULL,NULL,NULL,NULL,1,0,0,1,100,0,0,0,0,NULL
"925bbcdc","2019-2020","GER","Jr. U17 Bundesliga","1st","Köln U17",15,21,21,1845,20.5,NULL,NULL,NULL,NULL,NULL,17,3,1,13,61.9,1,1,0,0,0
"925bbcdc","2020-2021","GER","Jr. U19 Bundesliga","17th","Köln U19",16,3,3,270,3,NULL,NULL,NULL,NULL,NULL,2,0,1,1,33.3,0,0,0,0,NULL
"925bbcdc","2021-2022","GER","Jr. U19 Bundesliga","24th","Köln U19",17,6,6,540,6,NULL,NULL,NULL,NULL,NULL,3,1,2,1,16.7,2,2,0,0,0
"9321b8ed","2014-2015","GER","3. 3. Liga","10th","Hallescher",21,13,13,1084,12,17,1.41,64,47,73.4,6,2,5,3,23.1,NULL,NULL,NULL,NULL,NULL
"9321b8ed","2015-2016","GER","3. 3. Liga","9th","Preußen Münster",22,37,37,3330,37,38,1.03,133,95,71.4,12,13,12,14,37.8,NULL,NULL,NULL,NULL,NULL
"9321b8ed","2018-2019","GER","2. 2. Bundesliga","15th","Sandhausen",25,12,12,1080,12,16,1.33,45,29,64.4,2,4,6,4,33.3,0,0,0,0,NULL
"9321b8ed","2020-2021","GER","1. Bundesliga","6th","Leverkusen",27,2,1,135,1.5,3,2,8,5,62.5,0,1,0,0,0,0,0,0,0,NULL
"9328b835","2005-2006","POL","1. I Liga","1st","Legia Warsaw",20,30,30,2700,30,17,0.57,109,92,84.4,20,6,4,19,63.3,NULL,NULL,NULL,NULL,NULL
"9328b835","2006-2007","POL","1. I Liga","3rd","Legia Warsaw",21,23,23,2070,23,29,1.26,99,70,70.7,9,4,10,6,26.1,NULL,NULL,NULL,NULL,NULL
"9328b835","2007-2008","ENG","1. Premier League","3rd","Arsenal",22,3,3,248,2.8,2,0.73,10,8,80,2,0,0,2,66.7,NULL,NULL,NULL,NULL,NULL
"9328b835","2008-2009","ENG","1. Premier League","4th","Arsenal",23,6,5,463,5.1,10,1.94,29,19,65.5,3,2,0,0,0,NULL,NULL,NULL,NULL,NULL
"9328b835","2009-2010","ENG","1. Premier League","3rd","Arsenal",24,4,4,360,4,5,1.25,14,9,64.3,1,1,2,2,50,NULL,NULL,NULL,NULL,NULL
"9328b835","2010-2011","ENG","1. Premier League","4th","Arsenal",25,14,14,1260,14,14,1,52,38,73.1,9,2,3,5,35.7,NULL,NULL,NULL,NULL,NULL
"9328b835","2012-2013","ENG","1. Premier League","4th","Arsenal",27,4,4,360,4,3,0.75,9,6,66.7,4,0,0,1,25,NULL,NULL,NULL,NULL,NULL
"9328b835","2014-2015","ENG","1. Premier League","8th","Swansea City",29,37,37,3308,36.8,46,1.25,181,135,74.6,16,8,13,13,35.1,NULL,NULL,NULL,NULL,NULL
"9328b835","2015-2016","ENG","1. Premier League","12th","Swansea City",30,37,37,3330,37,51,1.38,160,109,68.1,12,10,15,9,24.3,NULL,NULL,NULL,NULL,NULL
"9328b835","2016-2017","ENG","1. Premier League","15th","Swansea City",31,37,37,3330,37,69,1.86,174,105,63.8,11,5,21,8,21.6,8,6,1,1,14.3
"9328b835","2017-2018","ENG","1. Premier League","18th","Swansea City",32,38,38,3420,38,56,1.47,182,129,70.9,8,9,21,9,23.7,7,3,3,1,50
"9328b835","2018-2019","ENG","1. Premier League","10th","West Ham",33,38,38,3420,38,55,1.45,192,140,73.4,15,7,16,7,18.4,5,4,1,0,20
"9328b835","2019-2020","ENG","1. Premier League","16th","West Ham",34,25,25,2117,23.5,34,1.45,98,69,68.4,8,7,10,5,20,4,3,1,0,25
"9328b835","2020-2021","ENG","1. Premier League","6th","West Ham",35,35,35,3150,35,44,1.26,134,96,69.4,17,8,10,10,28.6,6,3,2,1,40
"9328b835","2021-2022","ENG","1. Premier League","5th","West Ham",36,19,19,1710,19,25,1.32,84,57,71.4,9,4,6,4,21.1,2,1,1,0,50
"9413b19f","2016-2017","ITA","2. Serie B","1st","SPAL",19,30,30,2658,29.5,26,0.88,132,106,80.3,16,8,5,11,36.7,NULL,NULL,NULL,NULL,NULL
"9413b19f","2017-2018","ITA","1. Serie A","17th","SPAL",20,13,13,1158,12.9,16,1.24,56,45,76.8,2,7,4,4,30.8,6,3,2,1,40
"9413b19f","2018-2019","ITA","1. Serie A","2nd","Napoli",21,14,13,1150,12.8,9,0.7,47,40,85.1,9,1,3,5,38.5,2,2,0,0,0
"9413b19f","2019-2020","ITA","1. Serie A","7th","Napoli",22,22,21,1951,21.7,33,1.52,76,46,63.2,9,5,7,3,14.3,6,5,1,0,16.7
"9413b19f","2020-2021","ITA","1. Serie A","5th","Napoli",23,22,22,1980,22,29,1.32,79,53,65.8,13,5,4,6,27.3,2,2,0,0,0
"9413b19f","2021-2022","ITA","1. Serie A","3rd","Napoli",24,2,2,180,2,1,0.5,7,6,85.7,2,0,0,1,50,0,0,0,0,NULL
"96640846","2008-2009","ITA","1. Serie A","8th","Palermo",20,1,0,27,0.3,0,0,2,2,100,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2010-2011","ITA","2. Serie B","3rd","Novara",22,36,36,3195,35.5,28,0.79,104,76,73.1,14,16,5,11,30.6,NULL,NULL,NULL,NULL,NULL
"96640846","2011-2012","ITA","1. Serie A","19th","Novara",23,24,24,2067,23,37,1.61,134,97,72.4,5,7,12,6,25,NULL,NULL,NULL,NULL,NULL
"96640846","2012-2013","ITA","1. Serie A","18th","Palermo",24,19,19,1666,18.5,30,1.62,98,68,69.4,2,7,10,3,15.8,NULL,NULL,NULL,NULL,NULL
"96640846","2013-2014","ITA","2. Serie B","1st","Palermo",25,11,10,925,10.3,8,0.78,37,29,78.4,6,3,2,4,40,NULL,NULL,NULL,NULL,NULL
"96640846","2014-2015","ITA","1. Serie A","11th","Palermo",26,3,3,270,3,4,1.33,13,9,69.2,0,1,2,1,33.3,NULL,NULL,NULL,NULL,NULL
"96640846","2015-2016","ITA","2. Serie B","16th","Latina",27,21,21,1890,21,23,1.1,100,77,77,5,9,7,5,23.8,NULL,NULL,NULL,NULL,NULL
"96640846","2016-2017","ITA","2. Serie B","22nd","Pisa",28,35,35,3150,35,26,0.74,130,104,80,5,19,11,12,34.3,NULL,NULL,NULL,NULL,NULL
"96640846","2017-2018","ITA","2. Serie B","14th","Cremonese",29,38,38,3420,38,41,1.08,165,124,78.8,8,20,10,10,26.3,8,6,2,0,25
"96640846","2018-2019","TUR","1. Süper Lig","11th","Rizespor",30,1,0,45,0.5,3,6,3,0,0,0,0,0,0,NULL,0,0,0,0,NULL
"96640846","2019-2020","ITA","1. Serie A","16th","Torino",31,1,1,90,1,3,3,5,3,60,0,0,1,0,0,1,1,0,0,0
"96640846","2020-2021","ITA","1. Serie A","17th","Torino",32,1,1,90,1,1,1,3,2,66.7,0,1,0,0,0,0,0,0,0,NULL
"967f34d3","2012-2013","ESP","1. La Liga","17th","Celta Vigo",17,2,1,137,1.5,0,0,5,5,100,2,0,0,2,200,NULL,NULL,NULL,NULL,NULL
"967f34d3","2014-2015","ESP","1. La Liga","8th","Celta Vigo",19,1,0,70,0.8,2,2.57,2,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
"967f34d3","2015-2016","ESP","1. La Liga","6th","Celta Vigo",20,8,8,687,7.6,12,1.57,29,17,58.6,5,1,2,3,37.5,NULL,NULL,NULL,NULL,NULL
"967f34d3","2016-2017","ESP","1. La Liga","13th","Celta Vigo",21,11,11,990,11,15,1.36,40,30,75,5,3,3,2,18.2,5,5,0,0,0
"967f34d3","2017-2018","ESP","1. La Liga","13th","Celta Vigo",22,22,22,1941,21.6,31,1.44,90,62,68.9,10,4,8,4,18.2,4,3,0,1,0
"967f34d3","2018-2019","ESP","1. La Liga","17th","Celta Vigo",23,25,25,2250,25,40,1.6,106,70,66,7,6,12,6,24,5,4,0,1,0
"967f34d3","2019-2020","ESP","1. La Liga","17th","Celta Vigo",24,33,33,2960,32.9,43,1.31,126,87,69.8,6,14,13,10,30.3,5,5,0,0,0
"967f34d3","2020-2021","ESP","1. La Liga","8th","Celta Vigo",25,19,19,1637,18.2,27,1.48,60,34,56.7,7,6,6,4,21.1,1,1,0,0,0
"97852360","2012-2013","ESP","2. Segunda División","8th","Real Madrid B",20,2,2,180,2,1,0.5,7,6,85.7,2,0,0,1,50,NULL,NULL,NULL,NULL,NULL
"97852360","2013-2014","ESP","2. Segunda División","20th","Real Madrid B",21,39,39,3444,38.3,47,1.23,158,111,70.3,12,10,16,9,23.1,NULL,NULL,NULL,NULL,NULL
"97852360","2015-2016","ESP","2. Segunda División","1st","Alavés",23,40,40,3600,40,34,0.85,132,98,74.2,21,10,9,20,50,NULL,NULL,NULL,NULL,NULL
"97852360","2016-2017","ESP","1. La Liga","9th","Alavés",24,36,36,3240,36,42,1.17,149,113,74.5,13,12,11,11,30.6,6,4,2,0,33.3
"97852360","2017-2018","ESP","1. La Liga","14th","Alavés",25,38,37,3357,37.3,50,1.34,175,134,75.4,15,2,20,12,32.4,11,7,3,1,30
"97852360","2018-2019","ESP","1. La Liga","11th","Alavés",26,35,35,3150,35,46,1.31,145,105,72.4,11,11,13,8,22.9,6,6,0,0,0
"97852360","2019-2020","ESP","1. La Liga","16th","Alavés",27,27,27,2358,26.2,37,1.41,92,61,68.5,7,7,13,6,22.2,11,8,3,0,27.3
"97852360","2020-2021","ESP","1. La Liga","16th","Alavés",28,38,37,3349,37.2,57,1.53,142,86,62,9,11,17,9,24.3,3,3,0,0,0
"97852360","2021-2022","ESP","1. La Liga","18th","Alavés",29,16,16,1433,15.9,26,1.63,63,38,60.3,4,2,10,3,18.8,3,1,2,0,66.7
"98ea5115","2014-2015","ENG","2. Championship","9th","Blackburn",18,2,2,180,2,2,1,4,2,50,2,0,0,1,50,NULL,NULL,NULL,NULL,NULL
"98ea5115","2014-2015","ENG","5. Conf Premier","19th","Southport",18,16,16,1440,16,31,1.94,107,76,71,6,2,8,5,31.3,NULL,NULL,NULL,NULL,NULL
"98ea5115","2015-2016","ENG","2. Championship","15th","Blackburn",19,5,5,450,5,5,1,12,7,58.3,0,3,2,1,20,NULL,NULL,NULL,NULL,NULL
"98ea5115","2016-2017","ENG","2. Championship","22nd","Blackburn",20,5,5,450,5,2,0.4,17,15,88.2,3,2,0,3,60,0,0,0,0,NULL
"98ea5115","2017-2018","ENG","3. League One","2nd","Blackburn",21,45,45,4050,45,39,0.87,175,136,78.9,28,12,5,0,0,2,2,0,0,0
"98ea5115","2018-2019","ENG","2. Championship","15th","Blackburn",22,41,41,3690,41,61,1.49,173,117,67.1,13,11,17,10,24.4,7,4,1,2,20
"98ea5115","2019-2020","ENG","2. Championship","3rd","Brentford",23,46,46,4140,46,38,0.83,134,98,73.9,24,9,13,16,34.8,3,3,0,0,0
"98ea5115","2020-2021","ENG","2. Championship","3rd","Brentford",24,42,42,3780,42,36,0.86,124,91,74.2,23,14,5,16,38.1,4,4,0,0,0
"98ea5115","2021-2022","ENG","1. Premier League","14th","Brentford",25,9,9,810,9,9,1,29,20,69,3,3,3,3,33.3,0,0,0,0,NULL
"9970da54","2017-2018","ESP","1. La Liga","14th","Alavés",20,1,1,63,0.7,0,0,2,2,100,0,0,1,0,0,0,0,0,0,NULL
"9970da54","2018-2019","ESP","1. La Liga","11th","Alavés",21,3,3,270,3,4,1.33,14,10,71.4,2,0,1,0,0,0,0,0,0,NULL
"9970da54","2019-2020","ESP","1. La Liga","16th","Alavés",22,3,3,270,3,3,1,4,2,50,1,1,1,1,33.3,1,1,0,0,0
"9970da54","2019-2020","ESP","2. Segunda División","4th","Almería",22,4,3,332,3.7,7,1.9,21,13,66.7,0,1,2,1,33.3,0,0,0,0,NULL
"9970da54","2020-2021","ESP","1. La Liga","16th","Alavés",23,1,1,71,0.8,0,0,1,1,100,0,0,1,0,0,0,0,0,0,NULL
"9970da54","2021-2022","ESP","1. La Liga","18th","Alavés",24,3,2,187,2.1,3,1.44,9,7,77.8,0,1,1,1,50,1,1,0,0,0
"9f0ea33f","2007-2008","ESP","1. La Liga","15th","Valladolid",18,24,24,2143,23.8,29,1.22,114,85,74.6,8,8,8,9,37.5,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2008-2009","ESP","1. La Liga","16th","Valladolid",19,23,23,2070,23,29,1.26,114,85,74.6,6,5,12,7,30.4,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2009-2010","ESP","1. La Liga","9th","Atlético Madrid",20,15,15,1272,14.1,20,1.42,74,54,73,5,2,7,3,20,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2010-2011","ESP","1. La Liga","11th","Málaga",21,5,5,366,4.1,11,2.7,28,17,60.7,1,2,3,1,20,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2011-2012","ESP","1. La Liga","5th","Atlético Madrid",22,2,1,159,1.8,5,2.83,12,7,58.3,1,0,1,0,0,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2012-2013","ESP","1. La Liga","3rd","Atlético Madrid",23,1,1,90,1,2,2,4,2,50,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2013-2014","ESP","1. La Liga","6th","Villarreal",24,35,35,3150,35,41,1.17,127,86,67.7,15,8,12,9,25.7,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2014-2015","ESP","1. La Liga","6th","Villarreal",25,34,34,3053,33.9,31,0.91,123,92,74.8,14,11,8,15,44.1,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2015-2016","ESP","1. La Liga","4th","Villarreal",26,4,4,360,4,5,1.25,12,7,58.3,1,2,1,2,50,NULL,NULL,NULL,NULL,NULL
"9f0ea33f","2016-2017","ESP","1. La Liga","5th","Villarreal",27,24,24,2105,23.4,15,0.64,80,67,82.5,10,9,5,11,45.8,2,1,1,0,50
"9f0ea33f","2017-2018","ESP","1. La Liga","5th","Villarreal",28,23,23,2070,23,30,1.3,89,62,69.7,12,3,8,6,26.1,5,3,2,0,40
"9f0ea33f","2018-2019","ESP","1. La Liga","14th","Villarreal",29,32,32,2880,32,45,1.41,164,124,73.8,7,12,13,9,28.1,4,2,1,1,33.3
"9f0ea33f","2019-2020","ESP","1. La Liga","5th","Villarreal",30,34,34,3060,34,41,1.21,142,107,74.6,17,4,13,11,32.4,6,5,1,0,16.7
"9f0ea33f","2020-2021","ESP","1. La Liga","7th","Villarreal",31,36,36,3240,36,41,1.14,114,83,70.2,15,13,8,10,27.8,9,7,1,1,12.5
"9f0ea33f","2021-2022","ESP","1. La Liga","9th","Villarreal",32,2,2,180,2,4,2,7,3,42.9,1,1,0,0,0,0,0,0,0,NULL
"9f5a610b","2019-2020","ITA","1. Serie A","15th","Sampdoria",24,2,2,180,2,5,2.5,13,8,69.2,0,1,1,0,0,1,1,0,0,0
"9f5a610b","2020-2021","ITA","2. Serie B","17th","Cosenza",25,36,36,3240,36,43,1.19,192,156,80.2,6,16,14,9,25,11,5,4,2,44.4
"9f5a610b","2021-2022","ITA","1. Serie A","15th","Sampdoria",26,1,1,90,1,1,1,4,3,75,0,1,0,0,0,0,0,0,0,NULL
"9f941969","2006-2007","GER","2. 2. Bundesliga","17th","Wacker",17,1,1,90,1,1,1,5,4,80,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL
"9f941969","2009-2010","GER","3. 3. Liga","17th","Wacker",20,25,25,2250,25,42,1.68,116,74,63.8,9,5,11,9,36,NULL,NULL,NULL,NULL,NULL
"9f941969","2011-2012","GER","3. 3. Liga","7th","Osnabrück",22,35,35,3150,35,32,0.91,141,109,77.3,12,13,10,14,40,NULL,NULL,NULL,NULL,NULL
"9f941969","2012-2013","GER","3. 3. Liga","3rd","Osnabrück",23,31,31,2678,29.8,21,0.71,88,67,76.1,19,7,5,18,58.1,NULL,NULL,NULL,NULL,NULL
"9f941969","2013-2014","GER","2. 2. Bundesliga","12th","Sandhausen",24,32,32,2880,32,34,1.06,149,115,77.2,12,7,13,15,46.9,NULL,NULL,NULL,NULL,NULL
"9f941969","2014-2015","GER","2. 2. Bundesliga","12th","Sandhausen",25,29,29,2610,29,28,0.97,120,92,76.7,9,10,10,12,41.4,NULL,NULL,NULL,NULL,NULL
"9f941969","2015-2016","GER","2. 2. Bundesliga","5th","Bochum",26,18,18,1620,18,23,1.28,72,49,68.1,7,7,4,4,22.2,NULL,NULL,NULL,NULL,NULL
"9f941969","2016-2017","GER","2. 2. Bundesliga","9th","Bochum",27,34,34,3060,34,47,1.38,164,117,73.8,10,14,10,6,17.6,7,4,0,3,0
